ID,Name,StudyHours,Attendance,Marks,Grade,Result,Performance Score
897,Student_897,3.6,70,93.6,A,Pass,80.86
899,Student_899,1.1,77,93.0,A,Pass,77.25
903,Student_903,2.6,64,95.6,A,Pass,78.55999999999999
915,Student_915,6.0,99,97.4,A,Pass,95.19
930,Student_930,3.3,98,90.8,A,Pass,85.57999999999998
941,Student_941,3.5,84,96.9,A,Pass,86.14
943,Student_943,6.9,56,97.3,A,Pass,86.17999999999999
957,Student_957,5.7,91,95.8,A,Pass,91.63
959,Student_959,2.5,90,94.4,A,Pass,84.14
964,Student_964,4.5,95,98.7,A,Pass,91.97
969,Student_969,6.1,91,93.3,A,Pass,90.92999999999999
998,Student_998,2.2,99,90.4,A,Pass,83.39000000000001
