ID,Name,StudyHours,Attendance,Marks,Grade,Result,Performance Score
77,Student_77,7.9,82,85.9,B,Pass,87.83999999999999
78,Student_78,1.7,65,50.5,D,Pass,49.949999999999996
79,Student_79,4.2,94,70.2,C,Pass,74.02000000000001
80,Student_80,2.0,91,63.9,C,Pass,65.09
81,Student_81,8.8,93,48.8,D,Pass,70.13
82,Student_82,6.6,51,62.1,C,Pass,63.209999999999994
83,Student_83,4.0,84,69.99137749737118,C,Pass,70.9948264984227
84,Student_84,1.6,91,41.5,D,Pass,50.85
85,Student_85,3.8,83,48.1,D,Pass,57.21
86,Student_86,3.9,79,97.8,A,Pass,86.22999999999999
87,Student_87,7.6,62,73.0,C,Pass,74.5
88,Student_88,6.7,62,97.9,A,Pass,87.64000000000001
89,Student_89,9.0,67,65.9,C,Pass,74.28999999999999
90,Student_90,5.2,81,58.7,D,Pass,65.87
91,Student_91,2.1,81,70.4,C,Pass,66.69
92,Student_92,7.4,84,66.4,C,Pass,75.64
93,Student_93,7.8,88,46.3,D,Pass,65.38
94,Student_94,6.1,95,78.4,B,Pass,82.99
95,Student_95,7.9,78,53.0,D,Pass,67.1
96,Student_96,5.4,98,77.2,B,Pass,81.61999999999999
97,Student_97,5.7,78,79.0,B,Pass,78.30000000000001
98,Student_98,4.8,93,49.1,D,Pass,62.31
99,Student_99,1.2,65,43.7,D,Pass,44.87
100,Student_100,2.0,93,86.8,B,Pass,79.33
101,Student_101,1.3,96,69.99137749737118,C,Pass,68.59482649842269
102,Student_102,6.7,59,43.5,D,Pass,54.24999999999999
103,Student_103,3.8,79,99.7,A,Pass,87.16999999999999
104,Student_104,5.6,74,43.5,D,Pass,55.8
105,Student_105,9.2,88,81.7,B,Pass,89.42000000000002
106,Student_106,3.2,69,99.0,A,Pass,83.05000000000001
107,Student_107,4.7,54,54.4,D,Pass,55.54
108,Student_108,7.8,50,48.5,D,Pass,57.199999999999996
109,Student_109,3.1,79,47.3,D,Pass,54.33
110,Student_110,1.7,98,58.2,D,Pass,62.82
111,Student_111,3.6,52,46.1,D,Pass,47.86
112,Student_112,2.5,94,81.5,B,Pass,77.4
113,Student_113,9.4,63,43.7,D,Pass,60.769999999999996
114,Student_114,8.3,79,70.6,C,Pass,78.71
115,Student_115,6.7,99,99.8,A,Pass,98.03
116,Student_116,8.8,53,88.8,B,Pass,84.13
117,Student_117,8.2,67,76.9,B,Pass,79.28999999999999
118,Student_118,2.7,86,58.4,D,Pass,61.94
119,Student_119,9.0,74,77.4,B,Pass,82.94
120,Student_120,5.9,97,71.6,C,Pass,79.00999999999999
121,Student_121,8.3,50,65.6,C,Pass,68.46
122,Student_122,9.1,95,47.8,D,Pass,70.63
123,Student_123,3.9,64,93.2,A,Pass,79.72
124,Student_124,2.0,58,67.0,C,Pass,58.699999999999996
125,Student_125,3.1,64,51.7,D,Pass,53.22
126,Student_126,4.8,98,62.1,C,Pass,71.36
127,Student_127,8.4,73,64.8,C,Pass,73.92999999999999
128,Student_128,8.7,53,89.7,B,Pass,84.47
129,Student_129,1.1,61,84.0,B,Pass,67.85000000000001
130,Student_130,5.6,86,86.2,B,Pass,84.42
131,Student_131,4.8,86,40.7,D,Pass,55.52
132,Student_132,3.0,92,65.0,C,Pass,68.0
133,Student_133,2.1,55,68.9,C,Pass,59.290000000000006
134,Student_134,4.0,88,41.2,D,Pass,54.72
135,Student_135,9.5,95,55.6,D,Pass,76.11
136,Student_136,3.9,73,85.6,B,Pass,77.40999999999998
137,Student_137,5.7,60,69.99137749737118,C,Pass,68.3948264984227
138,Student_138,7.3,62,72.1,C,Pass,73.36
139,Student_139,4.3,83,52.9,D,Pass,61.089999999999996
140,Student_140,9.7,74,40.7,D,Pass,62.32
141,Student_141,9.7,56,69.99137749737118,C,Pass,75.3948264984227
142,Student_142,3.3,53,98.6,A,Pass,79.00999999999999
143,Student_143,5.5,57,88.1,B,Pass,78.10999999999999
144,Student_144,3.7,69,97.6,A,Pass,83.21000000000001
145,Student_145,3.6,78,69.3,C,Pass,68.28
146,Student_146,1.3,100,46.6,D,Pass,55.56
147,Student_147,6.5,94,72.9,C,Pass,80.24000000000001
148,Student_148,5.5,95,67.3,C,Pass,75.13
149,Student_149,1.5,59,90.7,A,Pass,72.17
150,Student_150,3.5,92,45.9,D,Pass,57.54
151,Student_151,9.2,83,69.3,C,Pass,80.72999999999999
152,Student_152,3.2,75,49.0,D,Pass,54.55
153,Student_153,2.3,90,59.5,D,Pass,62.8
154,Student_154,5.4,98,84.2,B,Pass,85.82000000000001
155,Student_155,9.9,52,68.6,C,Pass,73.96
156,Student_156,3.2,55,62.6,C,Pass,57.71
157,Student_157,7.0,54,69.99137749737118,C,Pass,69.4948264984227
158,Student_158,7.9,54,67.6,C,Pass,69.86
159,Student_159,3.1,96,87.1,B,Pass,82.46
160,Student_160,7.6,72,93.5,A,Pass,89.3
161,Student_161,4.3,98,97.3,A,Pass,91.47999999999999
162,Student_162,6.7,58,87.2,B,Pass,80.22
163,Student_163,6.7,84,58.9,D,Pass,69.74
164,Student_164,5.8,69,81.3,B,Pass,77.63
165,Student_165,1.8,98,66.3,C,Pass,67.88
166,Student_166,8.5,91,55.3,D,Pass,72.93
167,Student_167,3.9,84,90.5,A,Pass,83.1
168,Student_168,2.7,99,42.3,D,Pass,55.529999999999994
169,Student_169,1.4,67,94.1,A,Pass,76.00999999999999
170,Student_170,6.3,66,67.7,C,Pass,69.72
171,Student_171,7.1,73,78.2,B,Pass,79.37
172,Student_172,1.1,52,79.6,B,Pass,62.96
173,Student_173,5.6,81,93.7,A,Pass,87.67
174,Student_174,3.0,84,78.2,B,Pass,73.92
175,Student_175,6.8,87,69.99137749737118,C,Pass,77.3448264984227
176,Student_176,2.6,62,44.0,D,Pass,47.1
177,Student_177,7.2,96,69.99137749737118,C,Pass,80.3948264984227
178,Student_178,4.5,74,49.0,D,Pass,56.9
179,Student_179,9.4,58,84.2,B,Pass,83.82000000000001
180,Student_180,2.2,53,70.7,C,Pass,60.07
181,Student_181,4.1,63,80.8,B,Pass,72.42999999999999
182,Student_182,2.0,86,42.5,D,Pass,51.0
183,Student_183,9.3,83,45.1,D,Pass,66.41
184,Student_184,8.9,60,83.0,B,Pass,82.6
185,Student_185,3.3,90,44.3,D,Pass,55.68
186,Student_186,6.9,52,44.3,D,Pass,53.379999999999995
187,Student_187,8.4,77,40.7,D,Pass,60.47
188,Student_188,6.0,78,97.4,A,Pass,89.94
189,Student_189,5.8,58,84.3,B,Pass,76.67999999999999
190,Student_190,3.2,52,61.2,C,Pass,56.12
191,Student_191,1.8,74,57.8,D,Pass,56.78
192,Student_192,9.1,83,61.0,C,Pass,75.55
193,Student_193,9.1,61,86.5,B,Pass,85.35000000000001
194,Student_194,6.7,91,79.7,B,Pass,83.97
195,Student_195,4.1,58,51.1,D,Pass,53.36
196,Student_196,4.1,64,50.4,D,Pass,54.44
197,Student_197,7.5,89,45.9,D,Pass,64.78999999999999
198,Student_198,9.1,74,69.99137749737118,C,Pass,78.6948264984227
199,Student_199,9.0,54,85.9,B,Pass,83.03999999999999
200,Student_200,8.0,60,55.9,D,Pass,64.53999999999999
201,Student_201,6.8,83,41.3,D,Pass,59.13
202,Student_202,1.8,73,44.9,D,Pass,48.79
203,Student_203,2.5,64,98.1,A,Pass,79.85999999999999
204,Student_204,9.1,87,57.7,D,Pass,74.57
205,Student_205,6.5,57,86.2,B,Pass,78.97
206,Student_206,1.1,54,77.5,B,Pass,62.2
207,Student_207,1.9,97,62.9,C,Pass,65.78999999999999
208,Student_208,7.0,75,52.3,D,Pass,64.13
209,Student_209,1.0,67,47.3,D,Pass,47.129999999999995
210,Student_210,2.4,55,76.9,B,Pass,64.69
211,Student_211,5.9,86,86.5,B,Pass,85.2
212,Student_212,7.2,97,78.6,B,Pass,85.81
213,Student_213,6.9,62,71.8,C,Pass,72.38
214,Student_214,3.0,77,42.5,D,Pass,50.75
215,Student_215,7.4,54,98.1,A,Pass,87.15999999999998
216,Student_216,3.1,62,87.9,B,Pass,74.44000000000001
217,Student_217,3.9,66,57.6,D,Pass,58.86
218,Student_218,7.7,99,69.99137749737118,C,Pass,82.1448264984227
219,Student_219,6.8,89,76.1,B,Pass,81.50999999999999
220,Student_220,8.6,94,74.9,C,Pass,85.64
221,Student_221,6.9,81,84.9,B,Pass,84.99
222,Student_222,6.1,78,88.7,B,Pass,84.92
223,Student_223,1.8,100,79.4,B,Pass,76.24
224,Student_224,4.3,52,47.7,D,Pass,50.220000000000006
225,Student_225,3.4,89,60.3,C,Pass,65.23
226,Student_226,3.2,83,95.7,A,Pass,84.57000000000001
227,Student_227,9.8,89,53.5,D,Pass,73.95
228,Student_228,4.5,76,62.3,C,Pass,65.38
229,Student_229,9.0,62,65.9,C,Pass,73.03999999999999
230,Student_230,6.7,94,66.4,C,Pass,76.74000000000001
231,Student_231,8.2,82,76.8,B,Pass,82.97999999999999
232,Student_232,5.5,55,96.6,A,Pass,82.71
233,Student_233,6.2,73,54.4,D,Pass,63.29
234,Student_234,5.4,68,47.3,D,Pass,56.17999999999999
235,Student_235,2.8,65,69.99137749737118,C,Pass,63.844826498422705
236,Student_236,7.5,89,93.2,A,Pass,93.17
237,Student_237,3.5,77,78.7,B,Pass,73.47
238,Student_238,1.2,82,57.2,D,Pass,57.22
239,Student_239,6.8,97,89.0,B,Pass,91.25
240,Student_240,2.6,90,91.7,A,Pass,82.72000000000001
241,Student_241,9.5,62,90.8,A,Pass,88.97999999999999
242,Student_242,9.6,92,95.1,A,Pass,99.26
243,Student_243,9.2,94,55.1,D,Pass,74.96000000000001
244,Student_244,4.3,74,85.3,B,Pass,78.28
245,Student_245,1.1,91,67.6,C,Pass,65.50999999999999
246,Student_246,9.4,85,90.5,A,Pass,94.35
247,Student_247,4.9,76,83.7,B,Pass,79.02
248,Student_248,9.7,87,86.6,B,Pass,93.10999999999999
249,Student_249,9.7,56,79.4,B,Pass,81.03999999999999
250,Student_250,8.7,54,50.6,D,Pass,61.26
251,Student_251,3.7,92,72.7,C,Pass,74.02000000000001
252,Student_252,4.5,94,99.1,A,Pass,91.96
253,Student_253,8.7,100,96.2,A,Pass,100.12
254,Student_254,3.9,80,42.6,D,Pass,53.36
255,Student_255,2.5,72,49.9,D,Pass,52.94
256,Student_256,6.0,91,47.9,D,Pass,63.489999999999995
257,Student_257,9.4,59,83.6,B,Pass,83.71
258,Student_258,7.3,81,89.1,B,Pass,88.30999999999999
259,Student_259,6.1,92,52.8,D,Pass,66.88
260,Student_260,1.9,79,70.4,C,Pass,65.79
261,Student_261,6.5,88,90.4,A,Pass,89.24000000000001
262,Student_262,9.9,80,84.0,B,Pass,90.2
263,Student_263,2.3,67,72.5,C,Pass,64.85
264,Student_264,5.7,85,75.4,B,Pass,77.89000000000001
265,Student_265,8.9,51,70.5,C,Pass,72.85
266,Student_266,7.7,63,57.9,D,Pass,65.89
267,Student_267,7.3,62,73.9,C,Pass,74.44
268,Student_268,7.3,78,81.3,B,Pass,82.88
269,Student_269,4.2,61,92.4,A,Pass,79.09
270,Student_270,3.6,88,78.2,B,Pass,76.12
271,Student_271,8.3,51,85.7,B,Pass,80.77000000000001
272,Student_272,8.3,81,49.6,D,Pass,66.61
273,Student_273,8.8,62,67.7,C,Pass,73.72
274,Student_274,9.2,95,40.6,D,Pass,66.50999999999999
275,Student_275,5.6,76,54.8,D,Pass,63.08
276,Student_276,5.5,98,83.6,B,Pass,85.66
277,Student_277,8.2,90,99.5,A,Pass,98.6
278,Student_278,6.8,66,46.0,D,Pass,57.699999999999996
279,Student_279,7.3,89,64.1,C,Pass,75.30999999999999
280,Student_280,8.2,80,88.0,B,Pass,89.19999999999999
281,Student_281,9.0,83,52.2,D,Pass,70.07
282,Student_282,4.0,73,73.3,C,Pass,70.22999999999999
283,Student_283,4.4,94,84.0,B,Pass,82.7
284,Student_284,1.8,84,77.0,B,Pass,70.79999999999998
285,Student_285,6.2,97,51.3,D,Pass,67.43
286,Student_286,1.3,55,61.3,C,Pass,53.129999999999995
287,Student_287,5.2,68,87.0,B,Pass,79.6
288,Student_288,5.9,79,73.3,C,Pass,75.53
289,Student_289,3.6,56,40.3,D,Pass,45.379999999999995
290,Student_290,6.3,59,85.7,B,Pass,78.77
291,Student_291,1.3,90,42.1,D,Pass,50.36000000000001
292,Student_292,1.3,81,84.7,B,Pass,73.66999999999999
293,Student_293,8.4,83,52.1,D,Pass,68.81
294,Student_294,4.2,77,97.5,A,Pass,86.15
295,Student_295,2.1,64,62.1,C,Pass,57.46
296,Student_296,5.7,79,59.6,D,Pass,66.91
297,Student_297,7.9,86,48.9,D,Pass,66.64
298,Student_298,2.9,78,58.3,D,Pass,60.279999999999994
299,Student_299,6.6,71,92.6,A,Pass,86.51
300,Student_300,1.8,53,99.8,A,Pass,76.72999999999999
301,Student_301,1.5,69,62.1,C,Pass,57.51
302,Student_302,5.8,81,66.9,C,Pass,71.99
303,Student_303,5.9,85,83.3,B,Pass,83.02999999999999
304,Student_304,6.7,99,93.2,A,Pass,94.07000000000001
305,Student_305,7.5,53,75.6,B,Pass,73.60999999999999
306,Student_306,9.8,76,63.5,C,Pass,76.7
307,Student_307,5.6,66,64.8,C,Pass,66.58
308,Student_308,3.9,61,81.7,B,Pass,72.07000000000001
309,Student_309,8.2,71,40.2,D,Pass,58.27
310,Student_310,3.4,66,77.2,B,Pass,69.62
311,Student_311,5.0,59,61.3,C,Pass,61.529999999999994
312,Student_312,1.7,50,87.7,B,Pass,68.52000000000001
313,Student_313,1.2,71,45.6,D,Pass,47.51
314,Student_314,9.7,75,75.3,B,Pass,83.33
315,Student_315,8.5,67,68.9,C,Pass,75.09
316,Student_316,7.3,99,78.5,B,Pass,86.44999999999999
317,Student_317,4.7,63,43.9,D,Pass,51.49
318,Student_318,2.6,96,74.8,C,Pass,74.08
319,Student_319,2.4,78,73.7,C,Pass,68.52
320,Student_320,3.3,61,73.6,C,Pass,66.00999999999999
321,Student_321,5.9,85,76.2,B,Pass,78.77
322,Student_322,7.4,84,80.6,B,Pass,84.15999999999998
323,Student_323,6.9,61,88.3,B,Pass,82.02999999999999
324,Student_324,3.5,56,56.2,D,Pass,54.72
325,Student_325,9.6,78,89.5,B,Pass,92.39999999999999
326,Student_326,7.6,60,69.9,C,Pass,72.14
327,Student_327,6.0,82,44.6,D,Pass,59.260000000000005
328,Student_328,6.5,55,43.5,D,Pass,52.849999999999994
329,Student_329,4.8,96,60.1,C,Pass,69.66
330,Student_330,3.2,64,87.1,B,Pass,74.66
331,Student_331,4.2,81,82.5,B,Pass,78.15
332,Student_332,7.8,100,87.3,B,Pass,92.97999999999999
333,Student_333,1.1,60,71.0,C,Pass,59.800000000000004
334,Student_334,2.0,72,66.4,C,Pass,61.84
335,Student_335,1.4,75,48.8,D,Pass,50.83
336,Student_336,1.4,83,59.7,D,Pass,59.37
337,Student_337,8.7,95,66.0,C,Pass,80.75
338,Student_338,7.3,83,45.3,D,Pass,62.529999999999994
339,Student_339,5.3,78,53.2,D,Pass,62.02
340,Student_340,1.9,53,75.9,B,Pass,62.589999999999996
341,Student_341,5.4,66,84.1,B,Pass,77.75999999999999
342,Student_342,5.3,84,99.9,A,Pass,91.53999999999999
343,Student_343,2.6,62,96.0,A,Pass,78.3
344,Student_344,4.9,90,78.6,B,Pass,79.46
345,Student_345,4.6,88,65.3,C,Pass,70.38
346,Student_346,6.5,64,78.2,B,Pass,75.92
347,Student_347,6.7,78,87.1,B,Pass,85.16
348,Student_348,1.4,78,47.1,D,Pass,50.56
349,Student_349,4.4,60,64.6,C,Pass,62.56
350,Student_350,6.6,81,90.4,A,Pass,87.69000000000001
351,Student_351,5.5,51,63.0,C,Pass,61.55
352,Student_352,8.7,96,74.3,C,Pass,85.97999999999999
353,Student_353,6.9,63,75.3,B,Pass,74.73
354,Student_354,2.5,69,51.1,D,Pass,52.91
355,Student_355,1.6,71,61.7,C,Pass,57.970000000000006
356,Student_356,6.8,60,60.1,C,Pass,64.66
357,Student_357,1.2,76,41.6,D,Pass,46.36
358,Student_358,6.3,52,41.5,D,Pass,50.5
359,Student_359,9.5,66,89.9,B,Pass,89.44
360,Student_360,6.2,93,56.4,D,Pass,69.49
361,Student_361,4.5,77,71.1,C,Pass,70.91
362,Student_362,6.8,78,57.9,D,Pass,67.83999999999999
363,Student_363,5.1,70,96.4,A,Pass,85.54
364,Student_364,5.9,96,55.6,D,Pass,69.16
365,Student_365,9.5,65,65.8,C,Pass,74.72999999999999
366,Student_366,4.5,86,92.4,A,Pass,85.94
367,Student_367,9.7,69,90.5,A,Pass,90.94999999999999
368,Student_368,9.1,55,51.2,D,Pass,62.67
369,Student_369,2.8,68,88.2,B,Pass,75.52
370,Student_370,1.6,54,67.5,C,Pass,57.2
371,Student_371,1.9,52,69.0,C,Pass,58.199999999999996
372,Student_372,1.2,50,48.0,D,Pass,43.699999999999996
373,Student_373,1.8,87,44.8,D,Pass,52.23
374,Student_374,7.1,64,83.7,B,Pass,80.42
375,Student_375,1.6,83,69.8,C,Pass,65.83
376,Student_376,3.9,84,66.2,C,Pass,68.52
377,Student_377,8.6,98,83.8,B,Pass,91.98
378,Student_378,1.2,74,85.9,B,Pass,72.44
379,Student_379,8.3,73,49.5,D,Pass,64.55000000000001
380,Student_380,3.5,61,76.6,B,Pass,68.21
381,Student_381,2.1,67,48.1,D,Pass,49.81
382,Student_382,7.3,64,85.1,B,Pass,81.66
383,Student_383,6.7,93,79.4,B,Pass,84.29
384,Student_384,8.9,65,97.4,A,Pass,92.49
385,Student_385,7.6,76,44.1,D,Pass,60.66
386,Student_386,8.2,57,43.4,D,Pass,56.69
387,Student_387,3.5,95,56.9,D,Pass,64.89
388,Student_388,2.6,74,55.7,D,Pass,57.120000000000005
389,Student_389,7.8,66,54.8,D,Pass,64.97999999999999
390,Student_390,8.3,78,94.4,A,Pass,92.74000000000001
391,Student_391,9.9,57,55.0,D,Pass,67.05
392,Student_392,4.7,64,56.3,D,Pass,59.17999999999999
393,Student_393,4.3,76,85.6,B,Pass,78.95999999999998
394,Student_394,8.0,95,67.0,C,Pass,79.94999999999999
395,Student_395,4.1,99,86.6,B,Pass,84.91
396,Student_396,9.4,56,43.9,D,Pass,59.14
397,Student_397,8.7,52,69.3,C,Pass,71.97999999999999
398,Student_398,4.9,78,42.0,D,Pass,54.5
399,Student_399,7.8,93,43.8,D,Pass,65.13
400,Student_400,7.8,73,94.4,A,Pass,90.49
401,Student_401,1.9,52,69.99137749737118,C,Pass,58.7948264984227
402,Student_402,9.1,69,71.9,C,Pass,78.59
403,Student_403,5.5,95,64.7,C,Pass,73.57
404,Student_404,8.4,64,60.8,C,Pass,69.28
405,Student_405,3.9,74,94.0,A,Pass,82.7
406,Student_406,9.1,79,41.3,D,Pass,62.730000000000004
407,Student_407,4.5,63,79.8,B,Pass,72.63
408,Student_408,1.1,56,97.8,A,Pass,74.88
409,Student_409,9.1,66,73.6,C,Pass,78.86
410,Student_410,1.8,93,96.2,A,Pass,84.57
411,Student_411,3.9,69,43.1,D,Pass,50.91
412,Student_412,9.6,85,65.1,C,Pass,79.50999999999999
413,Student_413,9.6,58,55.6,D,Pass,67.06
414,Student_414,6.2,87,83.8,B,Pass,84.43
415,Student_415,6.7,97,98.9,A,Pass,96.99000000000001
416,Student_416,5.0,71,55.4,D,Pass,60.989999999999995
417,Student_417,3.6,51,79.3,B,Pass,67.53
418,Student_418,4.0,73,51.9,D,Pass,57.39
419,Student_419,7.1,57,73.9,C,Pass,72.79
420,Student_420,7.8,60,67.8,C,Pass,71.28
421,Student_421,8.1,62,69.99137749737118,C,Pass,73.6948264984227
422,Student_422,8.1,66,76.5,B,Pass,78.6
423,Student_423,1.8,57,61.0,C,Pass,54.45
424,Student_424,5.4,70,46.8,D,Pass,56.379999999999995
425,Student_425,1.5,67,49.1,D,Pass,49.21
426,Student_426,5.9,79,53.5,D,Pass,63.650000000000006
427,Student_427,5.0,67,55.1,D,Pass,59.81
428,Student_428,9.0,95,69.99137749737118,C,Pass,83.7448264984227
429,Student_429,4.2,96,73.7,C,Pass,76.62
430,Student_430,2.1,80,71.4,C,Pass,67.04
431,Student_431,2.3,87,46.9,D,Pass,54.49
432,Student_432,7.9,81,91.6,A,Pass,91.00999999999999
433,Student_433,6.6,60,83.4,B,Pass,78.24
434,Student_434,1.9,94,44.1,D,Pass,53.76
435,Student_435,1.8,74,82.5,B,Pass,71.6
436,Student_436,7.3,82,72.6,C,Pass,78.66
437,Student_437,1.7,87,44.9,D,Pass,52.089999999999996
438,Student_438,8.4,90,67.5,C,Pass,79.8
439,Student_439,7.4,57,69.1,C,Pass,70.50999999999999
440,Student_440,1.7,60,49.9,D,Pass,48.339999999999996
441,Student_441,1.8,71,96.7,A,Pass,79.36999999999999
442,Student_442,9.9,100,91.0,A,Pass,99.39999999999999
443,Student_443,4.4,73,80.1,B,Pass,75.11
444,Student_444,4.3,90,67.7,C,Pass,71.72
445,Student_445,8.3,66,64.7,C,Pass,71.92
446,Student_446,9.5,61,79.1,B,Pass,81.71
447,Student_447,9.9,95,72.7,C,Pass,87.17
448,Student_448,7.8,81,43.7,D,Pass,62.07
449,Student_449,4.4,64,70.8,C,Pass,67.28
450,Student_450,1.8,65,88.4,B,Pass,72.88999999999999
451,Student_451,8.0,71,67.6,C,Pass,74.31
452,Student_452,6.0,77,69.99137749737118,C,Pass,73.2448264984227
453,Student_453,4.8,69,87.2,B,Pass,79.16999999999999
454,Student_454,9.2,82,52.1,D,Pass,70.16
455,Student_455,2.0,59,55.5,D,Pass,52.05
456,Student_456,5.4,89,49.9,D,Pass,62.989999999999995
457,Student_457,1.1,81,59.8,D,Pass,58.33
458,Student_458,5.2,99,85.4,B,Pass,86.39000000000001
459,Student_459,1.5,82,71.2,C,Pass,66.22
460,Student_460,2.1,51,52.3,D,Pass,48.33
461,Student_461,2.1,82,92.7,A,Pass,80.32000000000001
462,Student_462,6.8,82,92.8,A,Pass,89.78
463,Student_463,7.7,90,92.2,A,Pass,93.22
464,Student_464,6.3,62,54.3,D,Pass,60.68
465,Student_465,9.7,79,67.1,C,Pass,79.41
466,Student_466,4.4,82,99.1,A,Pass,88.75999999999999
467,Student_467,3.6,62,86.3,B,Pass,74.48
468,Student_468,8.8,75,41.6,D,Pass,61.31
469,Student_469,3.0,71,43.9,D,Pass,50.09
470,Student_470,9.7,88,67.8,C,Pass,82.08
471,Student_471,1.1,51,69.99137749737118,C,Pass,56.94482649842271
472,Student_472,9.7,87,72.3,C,Pass,84.53
473,Student_473,1.4,88,69.9,C,Pass,66.74000000000001
474,Student_474,9.0,75,46.3,D,Pass,64.53
475,Student_475,5.7,95,79.4,B,Pass,82.79
476,Student_476,9.9,99,89.3,B,Pass,98.13
477,Student_477,1.7,64,62.8,C,Pass,57.08
478,Student_478,6.0,83,86.5,B,Pass,84.65
479,Student_479,9.7,91,97.9,A,Pass,100.89000000000001
480,Student_480,5.7,93,52.2,D,Pass,65.97
481,Student_481,6.7,98,71.4,C,Pass,80.74000000000001
482,Student_482,7.3,89,57.2,D,Pass,71.17
483,Student_483,5.1,60,87.6,B,Pass,77.76
484,Student_484,6.6,52,74.7,C,Pass,71.02
485,Student_485,6.3,55,78.1,B,Pass,73.21
486,Student_486,9.1,58,87.9,B,Pass,85.44000000000001
