ID,Name,StudyHours,Attendance,Marks,Grade,Result,Performance Score
359,Student_359,9.5,66,89.9,B,Pass,89.44
363,Student_363,5.1,70,96.4,A,Pass,85.54
365,Student_365,9.5,65,65.8,C,Pass,74.72999999999999
367,Student_367,9.7,69,90.5,A,Pass,90.94999999999999
368,Student_368,9.1,55,51.2,D,Pass,62.67
369,Student_369,2.8,68,88.2,B,Pass,75.52
370,Student_370,1.6,54,67.5,C,Pass,57.2
371,Student_371,1.9,52,69.0,C,Pass,58.199999999999996
372,Student_372,1.2,50,48.0,D,Pass,43.699999999999996
374,Student_374,7.1,64,83.7,B,Pass,80.42
378,Student_378,1.2,74,85.9,B,Pass,72.44
379,Student_379,8.3,73,49.5,D,Pass,64.55000000000001
380,Student_380,3.5,61,76.6,B,Pass,68.21
381,Student_381,2.1,67,48.1,D,Pass,49.81
382,Student_382,7.3,64,85.1,B,Pass,81.66
384,Student_384,8.9,65,97.4,A,Pass,92.49
386,Student_386,8.2,57,43.4,D,Pass,56.69
388,Student_388,2.6,74,55.7,D,Pass,57.120000000000005
389,Student_389,7.8,66,54.8,D,Pass,64.97999999999999
391,Student_391,9.9,57,55.0,D,Pass,67.05
392,Student_392,4.7,64,56.3,D,Pass,59.17999999999999
396,Student_396,9.4,56,43.9,D,Pass,59.14
397,Student_397,8.7,52,69.3,C,Pass,71.97999999999999
400,Student_400,7.8,73,94.4,A,Pass,90.49
401,Student_401,1.9,52,69.99137749737118,C,Pass,58.7948264984227
402,Student_402,9.1,69,71.9,C,Pass,78.59
404,Student_404,8.4,64,60.8,C,Pass,69.28
405,Student_405,3.9,74,94.0,A,Pass,82.7
407,Student_407,4.5,63,79.8,B,Pass,72.63
408,Student_408,1.1,56,97.8,A,Pass,74.88
409,Student_409,9.1,66,73.6,C,Pass,78.86
411,Student_411,3.9,69,43.1,D,Pass,50.91
413,Student_413,9.6,58,55.6,D,Pass,67.06
416,Student_416,5.0,71,55.4,D,Pass,60.989999999999995
417,Student_417,3.6,51,79.3,B,Pass,67.53
418,Student_418,4.0,73,51.9,D,Pass,57.39
419,Student_419,7.1,57,73.9,C,Pass,72.79
420,Student_420,7.8,60,67.8,C,Pass,71.28
421,Student_421,8.1,62,69.99137749737118,C,Pass,73.6948264984227
422,Student_422,8.1,66,76.5,B,Pass,78.6
423,Student_423,1.8,57,61.0,C,Pass,54.45
424,Student_424,5.4,70,46.8,D,Pass,56.379999999999995
425,Student_425,1.5,67,49.1,D,Pass,49.21
427,Student_427,5.0,67,55.1,D,Pass,59.81
433,Student_433,6.6,60,83.4,B,Pass,78.24
435,Student_435,1.8,74,82.5,B,Pass,71.6
439,Student_439,7.4,57,69.1,C,Pass,70.50999999999999
440,Student_440,1.7,60,49.9,D,Pass,48.339999999999996
441,Student_441,1.8,71,96.7,A,Pass,79.36999999999999
443,Student_443,4.4,73,80.1,B,Pass,75.11
445,Student_445,8.3,66,64.7,C,Pass,71.92
446,Student_446,9.5,61,79.1,B,Pass,81.71
449,Student_449,4.4,64,70.8,C,Pass,67.28
450,Student_450,1.8,65,88.4,B,Pass,72.88999999999999
451,Student_451,8.0,71,67.6,C,Pass,74.31
453,Student_453,4.8,69,87.2,B,Pass,79.16999999999999
455,Student_455,2.0,59,55.5,D,Pass,52.05
460,Student_460,2.1,51,52.3,D,Pass,48.33
464,Student_464,6.3,62,54.3,D,Pass,60.68
467,Student_467,3.6,62,86.3,B,Pass,74.48
469,Student_469,3.0,71,43.9,D,Pass,50.09
471,Student_471,1.1,51,69.99137749737118,C,Pass,56.94482649842271
477,Student_477,1.7,64,62.8,C,Pass,57.08
483,Student_483,5.1,60,87.6,B,Pass,77.76
484,Student_484,6.6,52,74.7,C,Pass,71.02
485,Student_485,6.3,55,78.1,B,Pass,73.21
486,Student_486,9.1,58,87.9,B,Pass,85.44000000000001
487,Student_487,1.4,55,63.8,C,Pass,54.82999999999999
488,Student_488,3.5,58,94.9,A,Pass,78.44
494,Student_494,2.7,61,91.4,A,Pass,75.49000000000001
495,Student_495,5.2,57,94.4,A,Pass,81.29
496,Student_496,4.2,57,56.6,D,Pass,56.61
499,Student_499,9.8,69,52.1,D,Pass,68.11
501,Student_501,7.3,56,93.6,A,Pass,84.75999999999999
502,Student_502,5.8,60,79.3,B,Pass,74.17999999999999
503,Student_503,3.8,69,49.1,D,Pass,54.31
504,Student_504,8.3,65,66.4,C,Pass,72.69
505,Student_505,7.2,53,76.9,B,Pass,73.79
506,Student_506,2.5,55,45.0,D,Pass,45.75
507,Student_507,9.2,71,92.9,A,Pass,91.89000000000001
509,Student_509,9.5,52,70.3,C,Pass,74.18
512,Student_512,4.8,63,99.0,A,Pass,84.75
513,Student_513,9.4,60,80.1,B,Pass,81.86
514,Student_514,8.8,67,78.1,B,Pass,81.21
515,Student_515,1.4,61,50.0,D,Pass,48.05
516,Student_516,1.2,72,92.9,A,Pass,76.14000000000001
517,Student_517,4.4,61,65.6,C,Pass,63.41
518,Student_518,8.3,62,49.7,D,Pass,61.92
519,Student_519,9.9,74,40.8,D,Pass,62.78
522,Student_522,4.4,68,83.2,B,Pass,75.72
526,Student_526,5.2,57,51.2,D,Pass,55.37
531,Student_531,8.3,67,58.9,D,Pass,68.69
532,Student_532,10.0,55,68.3,C,Pass,74.72999999999999
533,Student_533,10.0,67,89.3,B,Pass,90.33
534,Student_534,6.0,68,67.6,C,Pass,69.56
535,Student_535,7.9,71,61.5,C,Pass,70.45
539,Student_539,5.1,52,50.4,D,Pass,53.44
541,Student_541,9.6,59,89.6,B,Pass,87.71
545,Student_545,6.6,64,60.9,C,Pass,65.74
547,Student_547,2.0,56,84.9,B,Pass,68.94
548,Student_548,7.0,61,79.1,B,Pass,76.71
551,Student_551,5.7,70,90.5,A,Pass,83.2
553,Student_553,6.0,73,98.7,A,Pass,89.47
554,Student_554,6.0,69,78.0,B,Pass,76.05
556,Student_556,4.6,53,80.6,B,Pass,70.80999999999999
559,Student_559,7.8,69,44.2,D,Pass,59.37
560,Student_560,6.6,73,50.5,D,Pass,61.75
569,Student_569,9.1,51,52.8,D,Pass,62.629999999999995
570,Student_570,4.1,64,42.0,D,Pass,49.400000000000006
573,Student_573,4.6,55,96.3,A,Pass,80.73
578,Student_578,9.3,61,55.6,D,Pass,67.21000000000001
579,Student_579,5.4,52,94.4,A,Pass,80.44
581,Student_581,5.1,67,73.6,C,Pass,71.11
583,Student_583,5.4,70,66.8,C,Pass,68.38
584,Student_584,4.0,64,67.6,C,Pass,64.56
588,Student_588,2.2,57,98.6,A,Pass,77.81
592,Student_592,6.8,72,84.4,B,Pass,82.24
595,Student_595,9.1,63,91.5,A,Pass,88.85000000000001
596,Student_596,5.3,63,57.5,D,Pass,60.85
597,Student_597,7.0,51,94.6,A,Pass,83.50999999999999
599,Student_599,2.7,54,88.3,B,Pass,71.88
604,Student_604,1.8,63,89.8,B,Pass,73.22999999999999
606,Student_606,5.1,74,92.4,A,Pass,84.14
607,Student_607,2.9,69,46.8,D,Pass,51.129999999999995
608,Student_608,4.3,51,82.2,B,Pass,70.67
610,Student_610,7.2,55,45.8,D,Pass,55.629999999999995
611,Student_611,1.4,66,54.5,D,Pass,51.99999999999999
612,Student_612,8.2,74,69.99137749737118,C,Pass,76.8948264984227
614,Student_614,1.7,51,58.1,D,Pass,51.01
617,Student_617,1.5,54,58.0,D,Pass,51.3
618,Student_618,3.5,50,84.6,B,Pass,70.25999999999999
620,Student_620,7.7,61,94.2,A,Pass,87.17000000000002
623,Student_623,4.3,72,75.6,B,Pass,71.96
626,Student_626,4.3,60,44.7,D,Pass,50.42
627,Student_627,5.2,59,54.4,D,Pass,57.79
628,Student_628,7.7,52,87.7,B,Pass,81.02000000000001
629,Student_629,1.3,63,42.1,D,Pass,43.61000000000001
630,Student_630,3.3,65,75.0,B,Pass,67.85
631,Student_631,7.4,59,99.7,A,Pass,89.36999999999999
633,Student_633,5.6,59,69.99137749737118,C,Pass,67.9448264984227
634,Student_634,5.8,61,43.8,D,Pass,53.13
637,Student_637,5.8,50,46.9,D,Pass,52.24
638,Student_638,3.2,54,45.6,D,Pass,47.26
639,Student_639,3.4,69,94.6,A,Pass,80.80999999999999
640,Student_640,4.4,57,80.2,B,Pass,71.17
642,Student_642,3.9,61,92.7,A,Pass,78.67
643,Student_643,2.9,50,74.3,C,Pass,62.879999999999995
644,Student_644,3.9,69,71.0,C,Pass,67.65
650,Student_650,5.5,61,93.6,A,Pass,82.41
657,Student_657,3.6,64,70.7,C,Pass,65.62
658,Student_658,4.3,55,46.3,D,Pass,50.13
660,Student_660,6.1,69,69.3,C,Pass,71.03
662,Student_662,9.9,63,97.0,A,Pass,93.74999999999999
663,Student_663,6.5,51,76.0,B,Pass,71.35
664,Student_664,3.1,58,84.6,B,Pass,71.46
666,Student_666,2.4,69,78.0,B,Pass,68.85
669,Student_669,2.7,50,61.7,C,Pass,54.92
671,Student_671,2.6,55,42.7,D,Pass,44.57000000000001
673,Student_673,1.7,54,56.6,D,Pass,50.86
677,Student_677,2.0,63,51.8,D,Pass,50.83
678,Student_678,4.6,61,76.6,B,Pass,70.41
680,Student_680,8.8,69,52.4,D,Pass,66.28999999999999
682,Student_682,3.3,73,40.3,D,Pass,49.029999999999994
685,Student_685,9.4,74,42.2,D,Pass,62.620000000000005
693,Student_693,5.6,72,63.8,C,Pass,67.47999999999999
696,Student_696,6.5,69,46.8,D,Pass,58.33
697,Student_697,3.6,72,60.7,C,Pass,61.620000000000005
699,Student_699,2.4,65,92.5,A,Pass,76.55
702,Student_702,1.5,57,99.6,A,Pass,77.00999999999999
704,Student_704,2.2,70,56.5,D,Pass,55.8
705,Student_705,1.6,50,63.7,C,Pass,53.92
706,Student_706,9.9,57,65.3,C,Pass,73.23
710,Student_710,7.1,54,76.5,B,Pass,73.6
712,Student_712,6.4,71,89.4,B,Pass,84.19
715,Student_715,4.1,50,40.1,D,Pass,44.760000000000005
718,Student_718,9.7,59,55.5,D,Pass,67.44999999999999
721,Student_721,9.4,67,81.2,B,Pass,84.27
722,Student_722,2.6,66,46.9,D,Pass,49.84
724,Student_724,7.7,57,67.4,C,Pass,70.09
728,Student_728,8.2,61,85.1,B,Pass,82.71000000000001
730,Student_730,2.5,57,44.8,D,Pass,46.129999999999995
731,Student_731,2.5,74,61.3,C,Pass,60.279999999999994
733,Student_733,7.0,53,80.1,B,Pass,75.31
735,Student_735,4.2,50,61.7,C,Pass,57.92
736,Student_736,8.9,68,75.6,B,Pass,80.16
738,Student_738,8.3,65,78.2,B,Pass,79.77000000000001
739,Student_739,5.0,63,94.8,A,Pass,82.63
741,Student_741,5.2,54,92.4,A,Pass,79.34
745,Student_745,3.1,51,44.0,D,Pass,45.35
747,Student_747,4.5,55,48.5,D,Pass,51.849999999999994
748,Student_748,5.9,58,40.7,D,Pass,50.72
751,Student_751,2.1,74,69.2,C,Pass,64.22
753,Student_753,6.6,62,42.6,D,Pass,54.260000000000005
754,Student_754,4.0,58,47.4,D,Pass,50.94
755,Student_755,2.3,62,73.5,C,Pass,64.2
758,Student_758,5.8,60,79.1,B,Pass,74.05999999999999
759,Student_759,9.0,53,90.7,A,Pass,85.67
763,Student_763,3.2,53,56.5,D,Pass,53.55
765,Student_765,1.3,68,87.3,B,Pass,71.97999999999999
766,Student_766,6.1,55,66.8,C,Pass,66.03
768,Student_768,8.9,67,89.3,B,Pass,88.13
769,Student_769,4.1,62,91.5,A,Pass,78.60000000000001
771,Student_771,2.0,72,65.9,C,Pass,61.54
772,Student_772,8.6,68,59.1,D,Pass,69.66
774,Student_774,4.6,60,62.3,C,Pass,61.58
775,Student_775,8.2,50,76.1,B,Pass,74.56
776,Student_776,2.3,73,82.3,B,Pass,72.22999999999999
777,Student_777,3.1,56,81.3,B,Pass,68.97999999999999
778,Student_778,7.5,74,62.5,C,Pass,71.0
779,Student_779,7.5,70,50.0,D,Pass,62.5
780,Student_780,6.8,64,65.8,C,Pass,69.08
781,Student_781,7.2,50,48.6,D,Pass,56.059999999999995
782,Student_782,5.9,61,93.4,A,Pass,83.08999999999999
783,Student_783,3.3,56,60.8,C,Pass,57.08
784,Student_784,4.1,64,49.3,D,Pass,53.78
785,Student_785,2.6,70,41.5,D,Pass,47.6
786,Student_786,9.2,68,78.7,B,Pass,82.62
788,Student_788,4.6,74,60.4,C,Pass,63.94
797,Student_797,9.4,60,67.2,C,Pass,74.12
799,Student_799,7.3,57,48.4,D,Pass,57.89
801,Student_801,7.4,63,41.7,D,Pass,55.56999999999999
802,Student_802,2.4,59,70.3,C,Pass,61.73
803,Student_803,6.2,51,97.8,A,Pass,83.83
805,Student_805,4.8,58,42.3,D,Pass,49.48
806,Student_806,7.6,52,41.9,D,Pass,53.34
807,Student_807,9.4,70,63.3,C,Pass,74.28
809,Student_809,5.1,57,41.4,D,Pass,49.290000000000006
811,Student_811,9.9,51,67.5,C,Pass,73.05
812,Student_812,8.6,55,57.4,D,Pass,65.39
816,Student_816,5.7,74,58.8,D,Pass,65.17999999999999
817,Student_817,6.3,61,93.3,A,Pass,83.82999999999998
818,Student_818,4.6,54,76.2,B,Pass,68.42
822,Student_822,1.0,64,97.7,A,Pass,76.62
825,Student_825,5.8,64,60.4,C,Pass,63.839999999999996
828,Student_828,4.1,72,69.99137749737118,C,Pass,68.1948264984227
829,Student_829,7.6,55,72.5,C,Pass,72.45
835,Student_835,5.5,70,51.7,D,Pass,59.519999999999996
836,Student_836,4.8,72,43.5,D,Pass,53.699999999999996
838,Student_838,4.3,65,56.2,D,Pass,58.57
840,Student_840,6.7,64,73.5,C,Pass,73.5
841,Student_841,1.1,74,60.8,C,Pass,57.18
843,Student_843,2.6,60,48.4,D,Pass,49.24
845,Student_845,2.3,64,77.6,B,Pass,67.16
846,Student_846,4.7,53,69.3,C,Pass,64.23
847,Student_847,1.8,70,64.1,C,Pass,59.559999999999995
848,Student_848,10.0,62,99.6,A,Pass,95.25999999999999
849,Student_849,5.5,71,92.8,A,Pass,84.43
850,Student_850,6.4,68,69.99137749737118,C,Pass,71.79482649842271
852,Student_852,7.7,63,77.2,B,Pass,77.47
853,Student_853,2.9,53,52.1,D,Pass,50.309999999999995
861,Student_861,8.0,57,83.3,B,Pass,80.22999999999999
862,Student_862,5.1,65,72.0,C,Pass,69.64999999999999
866,Student_866,6.0,67,47.5,D,Pass,57.25
867,Student_867,2.4,51,87.7,B,Pass,70.17
869,Student_869,8.8,62,92.6,A,Pass,88.66
870,Student_870,9.5,53,96.6,A,Pass,90.21
872,Student_872,3.4,74,67.8,C,Pass,65.98
874,Student_874,4.7,60,69.0,C,Pass,65.8
875,Student_875,1.2,56,91.8,A,Pass,71.48
878,Student_878,6.9,59,57.1,D,Pass,62.81
880,Student_880,3.0,62,85.7,B,Pass,72.92
882,Student_882,7.0,56,70.7,C,Pass,70.42
887,Student_887,6.9,69,64.5,C,Pass,69.75
888,Student_888,3.1,53,89.7,B,Pass,73.27
889,Student_889,1.9,56,69.99137749737118,C,Pass,59.7948264984227
890,Student_890,3.2,50,74.4,C,Pass,63.54
895,Student_895,7.0,62,66.3,C,Pass,69.28
896,Student_896,2.8,71,90.8,A,Pass,77.82999999999998
897,Student_897,3.6,70,93.6,A,Pass,80.86
898,Student_898,9.1,71,43.7,D,Pass,62.17
900,Student_900,1.8,58,66.9,C,Pass,58.24
902,Student_902,1.2,58,77.6,B,Pass,63.459999999999994
903,Student_903,2.6,64,95.6,A,Pass,78.55999999999999
904,Student_904,6.2,59,41.1,D,Pass,51.809999999999995
905,Student_905,4.8,73,68.6,C,Pass,69.00999999999999
907,Student_907,8.4,57,83.4,B,Pass,81.08999999999999
908,Student_908,4.1,73,81.6,B,Pass,75.41
909,Student_909,3.3,65,48.1,D,Pass,51.71
914,Student_914,4.7,53,52.6,D,Pass,54.21
916,Student_916,4.9,73,40.5,D,Pass,52.349999999999994
917,Student_917,3.7,68,69.99137749737118,C,Pass,66.3948264984227
920,Student_920,2.3,59,57.7,D,Pass,53.97
921,Student_921,8.8,74,40.9,D,Pass,60.64
922,Student_922,5.4,67,84.3,B,Pass,78.13
923,Student_923,9.1,68,69.99137749737118,C,Pass,77.1948264984227
925,Student_925,4.8,59,69.99137749737118,C,Pass,66.3448264984227
928,Student_928,5.9,54,79.5,B,Pass,73.0
935,Student_935,2.5,70,64.5,C,Pass,61.199999999999996
936,Student_936,3.5,66,64.4,C,Pass,62.14
937,Student_937,1.2,71,44.0,D,Pass,46.55
940,Student_940,6.2,64,88.5,B,Pass,81.5
943,Student_943,6.9,56,97.3,A,Pass,86.17999999999999
945,Student_945,2.9,60,58.0,D,Pass,55.599999999999994
946,Student_946,1.1,59,44.6,D,Pass,43.71000000000001
947,Student_947,2.2,58,70.0,C,Pass,60.9
948,Student_948,9.1,63,87.7,B,Pass,86.57000000000001
949,Student_949,8.9,62,82.4,B,Pass,82.74
950,Student_950,6.4,74,43.0,D,Pass,57.099999999999994
951,Student_951,6.4,51,69.99137749737118,C,Pass,67.54482649842271
953,Student_953,2.6,56,57.7,D,Pass,53.82
954,Student_954,9.2,70,53.9,D,Pass,68.24
955,Student_955,4.8,67,56.9,D,Pass,60.49
956,Student_956,4.4,52,88.2,B,Pass,74.72
961,Student_961,1.7,60,68.6,C,Pass,59.559999999999995
963,Student_963,3.2,73,78.4,B,Pass,71.69
965,Student_965,3.6,68,76.2,B,Pass,69.92
966,Student_966,4.2,53,61.5,C,Pass,58.55
979,Student_979,5.5,52,88.2,B,Pass,76.92
980,Student_980,6.4,58,73.2,C,Pass,71.22
981,Student_981,4.0,57,71.2,C,Pass,64.97
983,Student_983,2.0,55,86.5,B,Pass,69.65
986,Student_986,5.5,53,57.1,D,Pass,58.51
987,Student_987,7.2,62,69.99137749737118,C,Pass,71.8948264984227
989,Student_989,3.2,51,43.3,D,Pass,45.129999999999995
